파일명,라벨,관절0_x,관절0_y,관절0_vis,관절1_x,관절1_y,관절1_vis,관절2_x,관절2_y,관절2_vis,관절3_x,관절3_y,관절3_vis,관절4_x,관절4_y,관절4_vis,관절5_x,관절5_y,관절5_vis,관절6_x,관절6_y,관절6_vis,관절7_x,관절7_y,관절7_vis,관절8_x,관절8_y,관절8_vis,관절9_x,관절9_y,관절9_vis,관절10_x,관절10_y,관절10_vis,관절11_x,관절11_y,관절11_vis,관절12_x,관절12_y,관절12_vis,관절13_x,관절13_y,관절13_vis,관절14_x,관절14_y,관절14_vis,관절15_x,관절15_y,관절15_vis,관절16_x,관절16_y,관절16_vis,관절17_x,관절17_y,관절17_vis,관절18_x,관절18_y,관절18_vis,관절19_x,관절19_y,관절19_vis,관절20_x,관절20_y,관절20_vis,관절21_x,관절21_y,관절21_vis,관절22_x,관절22_y,관절22_vis,관절23_x,관절23_y,관절23_vis,관절24_x,관절24_y,관절24_vis,관절25_x,관절25_y,관절25_vis,관절26_x,관절26_y,관절26_vis,관절27_x,관절27_y,관절27_vis,관절28_x,관절28_y,관절28_vis,관절29_x,관절29_y,관절29_vis,관절30_x,관절30_y,관절30_vis,관절31_x,관절31_y,관절31_vis,관절32_x,관절32_y,관절32_vis
posture(360)_jpg.rf.GJmyeqD03lJwI0ntXwwz.jpg,good,0.530385,0.544413,0.99845,0.533756,0.540038,0.998741,0.533176,0.540081,0.998606,0.532799,0.539816,0.998789,0.533428,0.539548,0.998907,0.533378,0.537108,0.998634,0.533004,0.535678,0.998954,0.524639,0.5343,0.997279,0.5249,0.529921,0.998611,0.521501,0.544348,0.997007,0.52142,0.542581,0.993819,0.454432,0.53962,0.990577,0.463792,0.527569,0.998368,0.425123,0.639335,0.197455,0.437178,0.648545,0.917697,0.435481,0.744397,0.268566,0.452255,0.763041,0.927393,0.450558,0.75669,0.276311,0.46548,0.779006,0.901562,0.451405,0.762029,0.314056,0.476191,0.779896,0.889213,0.442901,0.757172,0.327343,0.473553,0.772701,0.808729,0.298996,0.499013,0.985588,0.306584,0.46173,0.993345,0.365348,0.486049,0.434073,0.300845,0.29149,0.981851,0.367662,0.584268,0.36616,0.423691,0.384955,0.69953,0.359857,0.602685,0.41761,0.441724,0.382325,0.571479,0.397975,0.598266,0.356908,0.441415,0.361563,0.550159
posture(162)_jpg.rf.L7Fv53aTrUJKKwLfFwsZ.jpg,good,0.501121,0.221572,0.999751,0.488181,0.193527,0.999775,0.486599,0.193359,0.999743,0.484531,0.193256,0.999858,0.482644,0.191944,0.999718,0.477468,0.190959,0.999615,0.471139,0.189956,0.999764,0.451059,0.20094,0.999861,0.437459,0.19901,0.999614,0.493725,0.243451,0.999405,0.486408,0.240641,0.999579,0.390055,0.315435,0.999192,0.414216,0.304801,0.999817,0.428096,0.525726,0.045693,0.470167,0.493415,0.920566,0.564317,0.618923,0.044279,0.67351,0.500432,0.696623,0.599694,0.63685,0.062982,0.729286,0.50881,0.649156,0.609279,0.629673,0.062366,0.746814,0.49401,0.651126,0.593338,0.624632,0.066743,0.72392,0.494175,0.63625,0.361865,0.643382,0.995256,0.419278,0.647013,0.997473,0.581604,0.720255,0.101695,0.763127,0.674243,0.843341,0.537727,0.90257,0.082176,0.729705,0.960531,0.651639,0.502466,0.926198,0.158088,0.68887,0.978821,0.695413,0.593894,0.968387,0.102078,0.829937,1.000457,0.546749
posture(226)_jpg.rf.K8X7m0LmRFUYaONS9nGp.jpg,bad,0.364946,0.130753,0.999657,0.374103,0.084134,0.999762,0.382316,0.080521,0.999755,0.391729,0.076438,0.999798,0.365653,0.085679,0.999583,0.367202,0.08343,0.999511,0.369879,0.080503,0.999598,0.450606,0.067744,0.999667,0.421042,0.067676,0.999597,0.400002,0.153942,0.99981,0.388884,0.153872,0.999616,0.572842,0.221383,0.999121,0.535208,0.156632,0.997484,0.407929,0.434321,0.979897,0.39839,0.303354,0.289166,0.123484,0.410724,0.919724,0.148043,0.358618,0.376719,0.054657,0.419972,0.890688,0.097158,0.362993,0.429056,0.049135,0.393901,0.899919,0.092936,0.357037,0.451821,0.073379,0.39195,0.88309,0.124605,0.357981,0.473481,0.709046,0.654749,0.949508,0.64322,0.596741,0.915055,0.317761,0.625607,0.913926,0.286548,0.560435,0.510894,0.381705,0.950335,0.758209,0.372079,0.892444,0.361341,0.462774,1.037045,0.748711,0.422157,0.944388,0.511889,0.277854,1.14268,0.671849,0.281625,1.005162,0.341207
posture(15)_jpg.rf.N36mN7uMuAXB7dwFw6ln.jpg,good,0.48442,0.247536,0.999609,0.496589,0.225396,0.999807,0.501101,0.224552,0.999784,0.505875,0.223849,0.999861,0.493614,0.225528,0.999781,0.49554,0.224666,0.999741,0.498075,0.223656,0.999861,0.540942,0.232404,0.999742,0.53486,0.230182,0.999851,0.49923,0.269868,0.999721,0.495266,0.269341,0.999321,0.561475,0.331857,0.999956,0.590546,0.332392,0.998968,0.510878,0.492396,0.991828,0.527387,0.494551,0.071613,0.318366,0.498138,0.990063,0.390924,0.568054,0.071659,0.272291,0.498845,0.984067,0.369856,0.576489,0.090419,0.262282,0.48754,0.983199,0.359144,0.564601,0.088892,0.275521,0.488235,0.973426,0.365467,0.561476,0.096576,0.546656,0.624873,0.999611,0.589998,0.624353,0.997491,0.243693,0.665269,0.972998,0.367308,0.675179,0.196341,0.269952,0.916484,0.961145,0.416789,0.877187,0.246999,0.308951,0.950969,0.965166,0.455674,0.902204,0.388567,0.188279,0.952455,0.929867,0.358648,0.947292,0.285296
posture(256)_jpg.rf.M7nBtjU9zyR3skeJg8Th.jpg,bad,0.543364,0.288149,0.995783,0.531461,0.251942,0.995747,0.528878,0.250722,0.996278,0.525343,0.249506,0.997323,0.526211,0.252114,0.994512,0.520377,0.251162,0.993679,0.51361,0.250325,0.994743,0.478384,0.254472,0.997732,0.471071,0.258431,0.993484,0.528659,0.31902,0.995695,0.521037,0.31926,0.994527,0.351076,0.351938,0.996818,0.43429,0.396072,0.997013,0.470023,0.487831,0.067529,0.613083,0.522593,0.949695,0.63307,0.527218,0.095827,0.797543,0.47995,0.878808,0.672472,0.524509,0.122704,0.838352,0.477909,0.836298,0.68426,0.518763,0.128947,0.826365,0.449388,0.839291,0.667906,0.526908,0.142896,0.816676,0.450353,0.814101,0.305213,0.695154,0.962637,0.32974,0.752338,0.975356,0.576531,0.637946,0.119651,0.665228,0.810437,0.884384,0.593854,0.897038,0.058824,0.636038,1.056938,0.644837,0.565362,0.935795,0.094298,0.596282,1.092826,0.68991,0.686906,0.941808,0.075927,0.737385,1.10568,0.585067
posture(378)_jpg.rf.y682nt683kuUAQ3BP9tQ.jpg,good,0.415088,0.232639,0.995904,0.416369,0.216071,0.993646,0.415294,0.214907,0.993224,0.414017,0.213671,0.995465,0.415113,0.214747,0.993763,0.413201,0.212735,0.993254,0.410856,0.210623,0.994768,0.394163,0.207393,0.988709,0.390242,0.204817,0.990539,0.402739,0.24091,0.988908,0.400624,0.239451,0.993583,0.339775,0.282089,0.996193,0.33919,0.269337,0.999753,0.340887,0.413299,0.024182,0.370853,0.391014,0.969868,0.390202,0.47477,0.037426,0.472722,0.399664,0.923804,0.402868,0.491683,0.056478,0.495717,0.403345,0.907348,0.410384,0.484481,0.057605,0.503235,0.395634,0.906638,0.404806,0.477486,0.061002,0.49144,0.395211,0.855603,0.338559,0.494781,0.985893,0.334511,0.495726,0.989489,0.444877,0.567326,0.163313,0.467494,0.570885,0.90252,0.421347,0.732693,0.286117,0.432483,0.750614,0.903186,0.399116,0.745616,0.395051,0.40983,0.770716,0.860846,0.459973,0.774998,0.422657,0.485385,0.801361,0.879201
posture(233)_jpg.rf.KEJl7TQH5U7asOEZJeIT.jpg,bad,0.747658,0.400286,0.999581,0.760531,0.375474,0.999794,0.760235,0.372277,0.999695,0.759994,0.369002,0.999792,0.758351,0.374979,0.999793,0.756377,0.371435,0.999746,0.75438,0.367642,0.999822,0.732113,0.338927,0.999889,0.728803,0.340273,0.999719,0.725715,0.403815,0.999187,0.721614,0.403114,0.99918,0.621022,0.332193,0.998362,0.638027,0.404547,0.998823,0.681885,0.41612,0.048673,0.700074,0.542132,0.870726,0.863065,0.410486,0.216302,0.855743,0.459458,0.843525,0.895028,0.40006,0.30426,0.916265,0.448396,0.783299,0.905906,0.395788,0.307455,0.90787,0.430377,0.782881,0.876546,0.418828,0.30026,0.890567,0.430905,0.763852,0.321946,0.559658,0.999914,0.350023,0.597509,0.999804,0.533187,0.6342,0.4936,0.669834,0.65081,0.813213,0.279609,0.687552,0.349547,0.512503,0.82025,0.723865,0.236345,0.641062,0.436316,0.455109,0.812611,0.709793,0.207166,0.734432,0.391626,0.531404,0.925665,0.736598
posture(188)_jpg.rf.NlWa0LCVIwebM9l56grr.jpg,bad,0.631323,0.288707,0.998626,0.652894,0.272535,0.998831,0.65944,0.274206,0.99872,0.66529,0.275879,0.999194,0.647086,0.269609,0.998424,0.647606,0.268754,0.997999,0.648321,0.267972,0.99889,0.699467,0.298424,0.999046,0.682592,0.287276,0.999307,0.639201,0.318913,0.99935,0.633154,0.313831,0.998703,0.678614,0.422339,0.99871,0.685731,0.385852,0.993909,0.532494,0.578528,0.957861,0.558193,0.510486,0.094053,0.386828,0.616799,0.901523,0.425206,0.583245,0.047379,0.344339,0.63178,0.853631,0.396715,0.590759,0.048869,0.340022,0.615436,0.860135,0.383717,0.584185,0.048019,0.354412,0.60855,0.837807,0.399482,0.584465,0.05748,0.569153,0.667543,0.999659,0.590558,0.629412,0.998912,0.272698,0.667374,0.966696,0.390125,0.619831,0.455483,0.339023,0.791547,0.742038,0.43312,0.793725,0.22794,0.366873,0.815324,0.725827,0.459349,0.823035,0.172655,0.275383,0.806229,0.651884,0.387243,0.833954,0.205407
posture(480)_jpg.rf.MoagAGGM1utu5MnE62kF.jpg,good,0.41822,0.105104,0.999796,0.409431,0.079358,0.99982,0.410876,0.078821,0.999778,0.411613,0.078217,0.999877,0.394675,0.079211,0.999811,0.384365,0.078774,0.999762,0.373159,0.078723,0.999835,0.377584,0.08402,0.999877,0.328014,0.09024,0.999835,0.414531,0.136076,0.999757,0.395102,0.139151,0.999784,0.386598,0.240281,0.999076,0.247755,0.239858,0.999614,0.486122,0.424357,0.09434,0.387835,0.411746,0.991727,0.551171,0.388412,0.110393,0.634906,0.386947,0.905011,0.591432,0.402796,0.131418,0.706828,0.38661,0.827653,0.586133,0.367485,0.126178,0.719638,0.363222,0.831615,0.568809,0.36877,0.127721,0.679277,0.366711,0.81688,0.372997,0.617295,0.996101,0.297607,0.638378,0.993431,0.702208,0.577032,0.199618,0.670638,0.600174,0.872083,0.634617,0.914444,0.21727,0.612176,0.942027,0.722341,0.573759,0.963398,0.380033,0.553811,0.980329,0.78527,0.73237,0.985859,0.248599,0.714568,1.093372,0.661942
posture(613)_jpg.rf.Ma93cRji42YoZWJSLNkG.jpg,good,0.436065,0.153236,0.998892,0.423044,0.132546,0.999415,0.412359,0.130363,0.999355,0.406798,0.12855,0.999608,0.421544,0.132048,0.999178,0.411396,0.129893,0.998955,0.406034,0.129024,0.999268,0.355866,0.133109,0.999749,0.355566,0.132668,0.999393,0.412174,0.172857,0.99929,0.409297,0.171386,0.999509,0.327565,0.267591,0.999338,0.290735,0.245645,0.999838,0.410118,0.440045,0.072311,0.380048,0.43766,0.962806,0.583826,0.470182,0.131479,0.599278,0.452112,0.937328,0.627627,0.486839,0.154026,0.659643,0.467381,0.909315,0.644874,0.462371,0.159474,0.66934,0.449356,0.90588,0.627099,0.474904,0.156033,0.64412,0.443931,0.886525,0.311056,0.58175,0.99892,0.285814,0.586766,0.999243,0.645437,0.604946,0.107568,0.664409,0.577844,0.891543,0.698402,0.843894,0.223275,0.729648,0.852055,0.933482,0.670374,0.881618,0.382342,0.694396,0.889351,0.937325,0.802206,0.89311,0.240615,0.82854,0.900818,0.895149
posture(174)_jpg.rf.M81CJBBYOlZ60M7VWe6B.jpg,good,0.589267,0.348577,0.998238,0.575597,0.323447,0.998688,0.573801,0.322428,0.998773,0.571761,0.321325,0.999251,0.570477,0.322288,0.998265,0.565308,0.320753,0.998018,0.559865,0.31928,0.998537,0.540691,0.324621,0.999501,0.53059,0.323721,0.998017,0.580917,0.368051,0.996716,0.575427,0.367116,0.997254,0.47434,0.417911,0.998619,0.514645,0.427717,0.999209,0.544458,0.568736,0.032722,0.632832,0.574417,0.944218,0.620752,0.609764,0.024096,0.815683,0.569704,0.844845,0.652619,0.630626,0.034838,0.858448,0.576565,0.806683,0.661809,0.620177,0.032855,0.869447,0.554153,0.80282,0.655409,0.620719,0.034115,0.850843,0.556673,0.761542,0.470262,0.694425,0.996283,0.482982,0.703416,0.996627,0.728859,0.721478,0.094707,0.769436,0.717704,0.695069,0.698438,0.902038,0.089907,0.716357,0.929249,0.574839,0.668919,0.933862,0.170999,0.683645,0.965735,0.639146,0.764784,0.963336,0.116772,0.807013,1.002164,0.519365
posture(322)_jpg.rf.ym6HIXUDGk0dTdlmHhwZ.jpg,bad,0.48112,0.275614,0.999917,0.483166,0.234988,0.999912,0.480872,0.232526,0.999921,0.478148,0.229657,0.999915,0.477455,0.236183,0.99991,0.471322,0.234475,0.999897,0.463909,0.231941,0.999869,0.432314,0.221551,0.999938,0.410684,0.224231,0.999922,0.45657,0.300005,0.99995,0.447272,0.298636,0.999954,0.359512,0.335386,0.999885,0.263954,0.378821,0.999945,0.407332,0.55311,0.615971,0.306671,0.67436,0.961496,0.502336,0.522701,0.92386,0.484561,0.550152,0.979412,0.554047,0.517719,0.893032,0.536086,0.547284,0.969537,0.556007,0.491386,0.894349,0.53423,0.506907,0.969584,0.532347,0.503337,0.89062,0.514198,0.506651,0.95775,0.329156,0.723524,0.912983,0.271199,0.786323,0.960168,0.344207,0.998772,0.158678,0.293711,1.063636,0.729037,0.36438,1.222048,0.061978,0.261291,1.322643,0.511664,0.344204,1.260549,0.085106,0.226765,1.364532,0.560107,0.474378,1.276436,0.307767,0.359401,1.377543,0.405384
posture(147)_jpg.rf.zXqhaEJPODuMnPSuj0eZ.jpg,good,0.392795,0.217679,0.999237,0.383283,0.196399,0.999205,0.38147,0.195796,0.998999,0.379242,0.195068,0.999462,0.377686,0.195234,0.999297,0.371938,0.193949,0.999075,0.365448,0.192587,0.999374,0.344075,0.197221,0.999539,0.331571,0.196382,0.998802,0.380995,0.240204,0.998795,0.374061,0.239253,0.999183,0.314758,0.31283,0.9981,0.286984,0.30273,0.999282,0.459327,0.445979,0.160336,0.457408,0.412266,0.954048,0.605233,0.518592,0.087819,0.682959,0.439056,0.825293,0.637776,0.52886,0.09342,0.736011,0.436329,0.76598,0.639101,0.52264,0.09344,0.743645,0.423549,0.763851,0.624153,0.523593,0.09529,0.720344,0.430502,0.713222,0.378534,0.598857,0.994301,0.366937,0.623477,0.995821,0.675793,0.598491,0.20237,0.701074,0.607096,0.790556,0.654548,0.818078,0.147885,0.679884,0.861155,0.762184,0.616055,0.851703,0.218159,0.638913,0.881462,0.722128,0.732995,0.898336,0.182951,0.793012,0.91045,0.686818
posture(54)_jpg.rf.PJSPLVPwf1MQnP2CkxEf.jpg,bad,0.260798,0.417716,0.999434,0.238797,0.406601,0.999085,0.238325,0.40418,0.998813,0.237954,0.401736,0.999364,0.234818,0.415709,0.998884,0.230105,0.42087,0.998418,0.221754,0.427014,0.99886,0.214922,0.416938,0.999164,0.197994,0.438152,0.998818,0.262132,0.445009,0.999769,0.253607,0.449114,0.999813,0.259389,0.467361,0.999907,0.22176,0.56548,0.999939,0.421751,0.509684,0.703477,0.421588,0.618972,0.986383,0.590926,0.496992,0.743394,0.611357,0.551173,0.974287,0.631796,0.490044,0.644429,0.662989,0.548597,0.954643,0.63498,0.490799,0.684691,0.652541,0.523577,0.956179,0.620204,0.5007,0.678039,0.637459,0.522057,0.94132,0.420877,0.63197,0.999071,0.418925,0.692962,0.999563,0.610359,0.554942,0.19719,0.617331,0.606879,0.687453,0.740823,0.556507,0.171313,0.75907,0.605653,0.650296,0.752473,0.571868,0.257169,0.773065,0.618234,0.636188,0.809467,0.509306,0.22413,0.827831,0.566348,0.652583
posture(418)_jpg.rf.EkWxQwv9YVfmURUi4osX.jpg,good,0.462049,0.27374,0.999276,0.472108,0.262436,0.999138,0.474949,0.262724,0.998912,0.478072,0.262976,0.999345,0.469115,0.260916,0.999024,0.46975,0.260048,0.998766,0.470493,0.259028,0.999255,0.499485,0.271319,0.999086,0.491776,0.267426,0.999021,0.468579,0.289597,0.999582,0.465141,0.288439,0.999038,0.51378,0.355587,0.999859,0.497128,0.359965,0.998585,0.475438,0.473331,0.963647,0.455799,0.462348,0.059449,0.372299,0.501995,0.932133,0.371694,0.498386,0.053941,0.347354,0.506197,0.908152,0.349891,0.500947,0.061525,0.342558,0.499446,0.902139,0.346792,0.494633,0.060914,0.352382,0.499056,0.860721,0.352585,0.495077,0.065895,0.484082,0.565558,0.998432,0.472463,0.555855,0.996945,0.276755,0.559475,0.802754,0.299011,0.584875,0.160044,0.221719,0.69193,0.753987,0.225951,0.721126,0.133993,0.232022,0.717608,0.793927,0.2285,0.745367,0.233445,0.151499,0.703506,0.748275,0.159251,0.734723,0.186983
posture(189)_jpg.rf.HVHgOgjZJ3IgKp3jEBa6.jpg,good,0.449853,0.401751,0.999949,0.437681,0.383876,0.999957,0.437436,0.383123,0.999956,0.43684,0.38237,0.999974,0.429113,0.385031,0.999944,0.422432,0.385409,0.999917,0.415437,0.386193,0.999918,0.404482,0.391645,0.999974,0.383886,0.398943,0.999884,0.449792,0.421136,0.999912,0.440238,0.424262,0.999895,0.44117,0.478263,0.999938,0.362058,0.487651,0.999285,0.565503,0.553386,0.456021,0.444681,0.61421,0.788373,0.70119,0.571972,0.799416,0.58981,0.630571,0.530476,0.741685,0.568291,0.77809,0.643069,0.657269,0.463295,0.745854,0.561827,0.789505,0.643526,0.631666,0.461571,0.734104,0.565099,0.762713,0.624661,0.625671,0.463998,0.495754,0.681965,0.998708,0.464268,0.723539,0.998505,0.727874,0.661141,0.354835,0.712537,0.728099,0.853535,0.7668,0.848924,0.258903,0.767945,0.948962,0.874414,0.743931,0.88079,0.368677,0.742037,0.972285,0.830901,0.850257,0.910657,0.253279,0.850229,1.021811,0.755384
posture(680)_jpg.rf.IUaSUx2zsmgHdOMbEwmw.jpg,good,0.414813,0.149746,0.999272,0.406292,0.124104,0.998991,0.403741,0.122815,0.99896,0.400511,0.121087,0.999301,0.403306,0.122673,0.999004,0.398981,0.120566,0.998912,0.394051,0.118386,0.999166,0.363397,0.120403,0.999162,0.361406,0.12035,0.998787,0.401276,0.172605,0.997595,0.396062,0.17249,0.998746,0.311383,0.271382,0.998689,0.338086,0.262392,0.999724,0.396435,0.436301,0.034974,0.437707,0.44267,0.933066,0.53362,0.480216,0.03529,0.584671,0.455788,0.694088,0.567691,0.490327,0.047048,0.6354,0.471893,0.657377,0.575901,0.477201,0.04723,0.635301,0.454271,0.656638,0.562048,0.476092,0.049901,0.615904,0.450507,0.636221,0.365965,0.616107,0.99549,0.374478,0.622064,0.996032,0.607772,0.661566,0.148766,0.68801,0.631051,0.926685,0.596669,0.89239,0.238894,0.625587,0.899103,0.843867,0.55764,0.939212,0.344226,0.587497,0.95093,0.818625,0.661923,0.952574,0.346467,0.74392,0.955697,0.830188
posture(87)_jpg.rf.R2C9x7a7nkLyYxMkotLO.jpg,good,0.612886,0.088161,0.999794,0.63071,0.066212,0.99985,0.635084,0.065764,0.999845,0.640373,0.065112,0.999892,0.626683,0.065806,0.999821,0.628215,0.065016,0.999816,0.630062,0.063904,0.999899,0.673798,0.075082,0.999819,0.662855,0.07299,0.99993,0.625793,0.109003,0.999817,0.619861,0.108998,0.999569,0.698478,0.217944,0.999701,0.698546,0.221696,0.999065,0.601875,0.432503,0.947931,0.615542,0.403765,0.083683,0.442031,0.465412,0.895248,0.479626,0.459486,0.060845,0.387126,0.468131,0.884801,0.461004,0.477952,0.07357,0.378701,0.450363,0.887536,0.453664,0.468836,0.074364,0.402071,0.451531,0.869668,0.462233,0.466523,0.082583,0.651735,0.594285,0.999446,0.653326,0.569724,0.998936,0.301893,0.67011,0.930404,0.370613,0.639533,0.235491,0.373327,0.918054,0.887342,0.516357,0.88044,0.192327,0.404844,0.945814,0.904387,0.561604,0.901354,0.306968,0.281771,1.004021,0.857168,0.483251,0.978243,0.24124
posture(118)_jpg.rf.SFQY3zrkMGr9SLrM6KnI.jpg,bad,0.587886,0.438853,0.999926,0.591866,0.416633,0.999934,0.590945,0.414401,0.999938,0.589866,0.412098,0.999944,0.588701,0.417351,0.99995,0.585138,0.416148,0.999944,0.581634,0.414462,0.999945,0.556113,0.401008,0.999929,0.54709,0.403999,0.999905,0.569568,0.447047,0.999923,0.566426,0.447317,0.999937,0.465147,0.435928,0.999189,0.428605,0.502182,0.998745,0.439065,0.617944,0.051718,0.409615,0.706327,0.931838,0.449538,0.753213,0.042516,0.49341,0.876323,0.874828,0.463335,0.763714,0.042645,0.496987,0.906785,0.813981,0.463631,0.772606,0.045148,0.518499,0.910951,0.811236,0.453795,0.774464,0.051211,0.512928,0.898794,0.767764,0.251703,0.579418,0.996141,0.213952,0.623621,0.995469,0.499694,0.623366,0.142701,0.486413,0.644566,0.847606,0.633989,0.795814,0.187235,0.660512,0.78196,0.811901,0.656303,0.820213,0.237249,0.640859,0.816563,0.760994,0.722218,0.764346,0.268395,0.742753,0.728276,0.811602
posture(179)_jpg.rf.yGgtu8M8moxhczUhmULQ.jpg,good,0.591214,0.280127,0.999738,0.578232,0.255491,0.999799,0.576928,0.255146,0.999805,0.575156,0.254836,0.999884,0.572033,0.254698,0.999728,0.566458,0.254017,0.999688,0.560334,0.25334,0.999767,0.542327,0.262331,0.999916,0.528144,0.262546,0.999673,0.585457,0.303692,0.999405,0.578972,0.302533,0.999466,0.469376,0.364112,0.999525,0.516936,0.369069,0.999677,0.545052,0.53084,0.038689,0.645539,0.521206,0.952279,0.643649,0.603495,0.031674,0.823211,0.51907,0.847715,0.660703,0.610651,0.041884,0.87319,0.51738,0.803637,0.668758,0.601145,0.039144,0.877645,0.50421,0.797305,0.661386,0.599963,0.040957,0.858499,0.505243,0.760702,0.463892,0.648798,0.999023,0.479564,0.656483,0.998921,0.72102,0.694822,0.139544,0.793725,0.678881,0.752943,0.723349,0.892487,0.176305,0.72418,0.891978,0.685529,0.689763,0.919431,0.318278,0.684115,0.913521,0.716346,0.796402,0.942399,0.215022,0.802932,0.952933,0.630038
posture(12)_jpg.rf.HRWGHyB1P2GT8cONhT16.jpg,good,0.515503,0.31691,0.980871,0.526331,0.295472,0.977801,0.530036,0.294466,0.979229,0.535073,0.293265,0.983738,0.523061,0.295751,0.975737,0.524478,0.294805,0.974896,0.5262,0.293561,0.986066,0.567238,0.297952,0.968879,0.558212,0.297271,0.982837,0.528458,0.331923,0.982428,0.523532,0.332375,0.965794,0.599192,0.385401,0.999116,0.595058,0.382618,0.989084,0.4507,0.490593,0.989257,0.477926,0.493148,0.042055,0.263887,0.519973,0.966915,0.342248,0.577261,0.034768,0.220203,0.51748,0.949372,0.321865,0.583051,0.048814,0.213427,0.508992,0.94768,0.313386,0.582024,0.046221,0.226907,0.514733,0.922019,0.322059,0.582577,0.04995,0.526349,0.651887,0.99775,0.528534,0.630718,0.991814,0.250511,0.675904,0.949783,0.302268,0.674163,0.299247,0.267281,0.8903,0.948801,0.296119,0.871543,0.358794,0.287623,0.92617,0.946202,0.339907,0.905366,0.453653,0.170706,0.915632,0.911065,0.2366,0.9207,0.380512
posture(306)_jpg.rf.RJyKHGYODWIUsgxlOJ3o.jpg,bad,0.271997,0.275457,0.999975,0.259144,0.252451,0.999909,0.261559,0.249262,0.999851,0.263016,0.246729,0.999853,0.242836,0.257009,0.999946,0.235403,0.261596,0.99994,0.227947,0.265425,0.999949,0.234033,0.263584,0.999835,0.185484,0.294076,0.999972,0.285622,0.299334,0.999957,0.264688,0.307601,0.999993,0.275229,0.376939,0.999435,0.227599,0.449612,0.999968,0.410071,0.474624,0.107355,0.410062,0.604511,0.99715,0.505407,0.43209,0.23324,0.560827,0.553798,0.98762,0.543066,0.422709,0.275775,0.604706,0.552143,0.976316,0.536297,0.409314,0.282018,0.592119,0.528617,0.977745,0.519405,0.420904,0.281418,0.579036,0.525136,0.975708,0.482474,0.582459,0.995942,0.458651,0.644134,0.996026,0.727469,0.539707,0.238698,0.709184,0.595293,0.815459,0.810415,0.74625,0.236472,0.797266,0.808118,0.829957,0.794415,0.796319,0.396341,0.783603,0.85886,0.833731,0.933785,0.769003,0.226772,0.912126,0.835944,0.74766
posture(196)_jpg.rf.JK1bR3x5IEccroyh6KLj.jpg,bad,0.588217,0.387475,0.998149,0.600745,0.36425,0.998985,0.605937,0.363309,0.998882,0.611702,0.36231,0.999032,0.594363,0.364724,0.999029,0.595031,0.364155,0.999092,0.595845,0.363343,0.99928,0.649712,0.367317,0.998322,0.63126,0.364002,0.999461,0.601976,0.406583,0.999059,0.595182,0.405917,0.998451,0.670511,0.458267,0.999315,0.648542,0.440364,0.99759,0.513734,0.56695,0.899455,0.530944,0.53266,0.121739,0.353801,0.62814,0.72536,0.381211,0.602443,0.127798,0.312512,0.645405,0.67735,0.344608,0.607673,0.183175,0.306499,0.632214,0.683454,0.355334,0.600675,0.183286,0.320667,0.632346,0.672694,0.371449,0.602767,0.208502,0.687129,0.703555,0.999339,0.667991,0.67354,0.996076,0.431417,0.730132,0.972169,0.431775,0.617477,0.287081,0.443172,0.972002,0.898668,0.405332,0.840503,0.155648,0.486488,1.024471,0.867024,0.431032,0.880486,0.209878,0.354536,1.054897,0.742612,0.319729,0.893664,0.154591
posture(681)_jpg.rf.SSX1PsYhKL1oR5qWwq7u.jpg,good,0.416018,0.077072,0.999987,0.407495,0.056118,0.99999,0.405913,0.05596,0.999985,0.404,0.055733,0.999993,0.403002,0.0555,0.999987,0.398872,0.054938,0.999977,0.394223,0.05419,0.999986,0.369133,0.061389,0.999993,0.360126,0.060524,0.999987,0.404834,0.099427,0.99999,0.400489,0.098172,0.999994,0.319101,0.21377,0.99994,0.338798,0.219937,0.999982,0.385286,0.422801,0.170653,0.418029,0.418031,0.989316,0.511909,0.487108,0.303394,0.599503,0.457543,0.970348,0.567921,0.506197,0.309484,0.647834,0.467098,0.949798,0.572509,0.494226,0.316491,0.665317,0.450997,0.948449,0.556525,0.491279,0.315543,0.632142,0.45119,0.940033,0.340853,0.551538,0.999207,0.332726,0.553641,0.999412,0.592323,0.679077,0.147703,0.651882,0.650457,0.818081,0.613292,0.903928,0.251218,0.648654,0.945355,0.875173,0.582361,0.935426,0.440105,0.613063,0.983753,0.849701,0.700262,0.974959,0.313034,0.744681,1.032015,0.82665
posture(225)_jpg.rf.HUBDNZ262wM7tlmVsXfl.jpg,bad,0.392525,0.249162,0.998392,0.398284,0.203325,0.999206,0.40513,0.199376,0.999143,0.412798,0.195324,0.999354,0.392507,0.204562,0.998671,0.39461,0.201606,0.998286,0.397179,0.198255,0.998625,0.465718,0.183349,0.998733,0.442996,0.182932,0.99858,0.424353,0.265866,0.998937,0.415353,0.267099,0.998094,0.567062,0.310752,0.997121,0.572562,0.253147,0.988533,0.420881,0.520981,0.96022,0.465097,0.399708,0.052951,0.153367,0.48678,0.87541,0.250964,0.426887,0.086331,0.097227,0.495726,0.843717,0.203372,0.436038,0.124724,0.086776,0.46887,0.858754,0.19297,0.417927,0.13118,0.10879,0.466558,0.838858,0.212251,0.424736,0.141001,0.714451,0.706716,0.960956,0.670455,0.667481,0.92848,0.326854,0.706359,0.758149,0.353177,0.656921,0.247374,0.408376,1.062027,0.530846,0.451005,0.969709,0.186224,0.464963,1.101753,0.588554,0.474187,0.954062,0.280926,0.315284,1.18231,0.420784,0.38597,1.073327,0.173951
